date,value,satellite_flag
2011-12-19 00:00,0.0000,01000000000000000000000001000000
2011-12-19 01:00,0.0000,11000000000000000000000000000000
2011-12-19 02:00,0.0000,01000000000000000000000000100000
2011-12-19 03:00,0.0000,11000000000000000000000000000000
2011-12-19 04:00,0.0000,01000000000000000010000000000000
2011-12-19 05:00,0.0000,01000000000000000001000000000000
2011-12-19 06:00,0.0000,11000000000000000000000000000000
2011-12-19 07:00,0.0000,11000000000000000000000000000000
2011-12-19 08:00,0.0000,11000000000000000000000000000000
2011-12-19 09:00,0.0000,11000000000000000000000000000000
2011-12-19 10:00,0.0000,11000000000000000000000000000000
2011-12-19 11:00,0.0000,01000000000000000000010000000000
2011-12-19 12:00,0.0000,11000000000000000000000000000000
2011-12-19 13:00,0.3127,11000000000000000000000000000000
2011-12-19 14:00,0.0000,01000000000000000000000001100000
2011-12-19 15:00,0.0000,11000000000000000000000000000000
2011-12-19 16:00,0.0000,01000000000000000010000000000000
2011-12-19 17:00,0.0000,01000000000000000001000000000000
2011-12-19 18:00,0.0000,11000000000000000000000000000000
2011-12-19 19:00,0.0000,11000000000000000000000000000000
2011-12-19 20:00,0.0000,01000000000000000000100000000000
2011-12-19 21:00,0.0000,01000000000000000000010000000000
2011-12-19 22:00,0.0000,11000000000000000000000000000000
2011-12-19 23:00,0.0000,11000000000000000000000000000000
2011-12-20 00:00,0.0000,01000000000000000000000001000000
2011-12-20 01:00,0.0000,11000000000000000000000000000000
2011-12-20 02:00,0.0000,11000000000000000000000000000000
2011-12-20 03:00,0.0000,01000000000000000010000000000000
2011-12-20 04:00,0.0000,11000000000000000000000000000000
2011-12-20 05:00,0.0000,01000000000000000001000000000000
2011-12-20 06:00,0.0000,11000000000000000000000000000000
2011-12-20 07:00,0.0000,11000000000000000000000000000000
2011-12-20 08:00,0.0000,11000000000000000000000000000000
2011-12-20 09:00,0.0000,11000000000000000000000000000000
2011-12-20 10:00,0.0000,11000000000000000000000000000000
2011-12-20 11:00,0.0000,01000000000000000000010000000000
2011-12-20 12:00,0.0000,11000000000000000000000000000000
2011-12-20 13:00,0.0348,11000000000000000000000000000000
2011-12-20 14:00,0.1109,01000000000000000000000001100000
2011-12-20 15:00,0.0000,11000000000000000000000000000000
2011-12-20 16:00,0.0566,11000000000000000000000000000000
2011-12-20 17:00,0.0000,01000000000000000001000000000000
2011-12-20 18:00,0.0000,11000000000000000000000000000000
2011-12-20 19:00,0.0000,01000000000000000001000000000000
2011-12-20 20:00,0.0000,01000000000000000000100000000000
2011-12-20 21:00,0.0000,01000000000000000000010000000000
