date,value,satellite_flag
2010-12-16 22:00,0.0000,01000000000000000000010000000000
2010-12-16 23:00,0.0000,11000000000000000000000000000000
2010-12-17 00:00,0.0000,11000000000000000000000000000000
2010-12-17 01:00,0.0000,01000000000000000000000001000000
2010-12-17 02:00,0.0000,01000000000000000000000000100000
2010-12-17 03:00,0.0000,11000000000000000000000000000000
2010-12-17 04:00,0.0000,11000000000000000000000000000000
2010-12-17 05:00,0.0000,01000000000000000001000000000000
2010-12-17 06:00,0.0000,11000000000000000000000000000000
2010-12-17 07:00,0.0000,11000000000000000000000000000000
2010-12-17 08:00,0.0000,11000000000000000000000000000000
2010-12-17 09:00,0.0000,01000000000000000000100000000010
2010-12-17 10:00,0.0000,01000000000000000000010000000000
2010-12-17 11:00,0.0000,01000000000000000000100000000000
2010-12-17 12:00,0.0000,11000000000000000000000000000000
2010-12-17 13:00,0.0000,01000000000000000000000001000000
2010-12-17 14:00,0.0000,01000000000000000000000000100000
2010-12-17 15:00,0.0000,11000000000000000000000000000000
2010-12-17 16:00,0.0000,11000000000000000000000000000000
2010-12-17 17:00,0.0000,01000000000000000001000000000000
2010-12-17 18:00,0.0000,11000000000000000000000000000000
2010-12-17 19:00,0.0000,11000000000000000000000000000000
2010-12-17 20:00,0.0000,11000000000000000000000000000000
2010-12-17 21:00,0.0000,01000000000000000000100000000010
2010-12-17 22:00,0.0000,01000000000000000000010000000000
2010-12-17 23:00,0.0000,11000000000000000000000000000000
2010-12-18 00:00,0.0000,01000000000000000000000001000000
2010-12-18 01:00,0.0000,11000000000000000000000000000000
2010-12-18 02:00,0.0000,01000000000000000000000000100000
2010-12-18 03:00,0.0000,11000000000000000000000000000000
2010-12-18 04:00,0.0000,11000000000000000000000000000000
2010-12-18 05:00,0.0000,01000000000000000001000000000000
2010-12-18 06:00,0.0000,11000000000000000000000000000000
2010-12-18 07:00,4.8817,11000000000000000000000000000000
2010-12-18 08:00,0.0000,11000000000000000000000000000000
2010-12-18 09:00,3.5417,01000000000000000000100000000000
2010-12-18 10:00,3.3686,01000000000000000000010000000010
2010-12-18 11:00,0.0000,01000000000000000000100000000000
2010-12-18 12:00,0.0000,11000000000000000000000000000000
2010-12-18 13:00,0.0930,11000000000000000000000000000000
2010-12-18 14:00,0.0000,01000000000000000000000001000000
2010-12-18 15:00,0.0000,11000000000000000000000000000000
2010-12-18 16:00,0.0000,11000000000000000000000000000000
2010-12-18 17:00,0.0000,01000000000000000001000000000000
2010-12-18 18:00,0.0000,11000000000000000000000000000000
2010-12-18 19:00,0.0000,01000000000000000001000000000000
2010-12-18 20:00,0.0000,01000000000000000000100000000000
2010-12-18 21:00,0.0000,01000000000000000000010000000010
2010-12-18 22:00,0.0000,11000000000000000000000000000000
2010-12-18 23:00,0.0000,11000000000000000000000000000000
2010-12-19 00:00,0.0000,01000000000000000000000001000000
2010-12-19 01:00,0.0000,01000000000000000000000000100000
2010-12-19 02:00,0.0000,11000000000000000000000000000000
2010-12-19 03:00,0.0000,11000000000000000000000000000000
2010-12-19 04:00,0.0000,01000000000000000001000000000000
