date,value,satellite_flag
2010-12-16 00:00,0.0000,11000000000000000000000000000000
2010-12-16 01:00,0.0000,01000000000000000000000001000000
2010-12-16 02:00,0.0000,01000000000000000000000000100000
2010-12-16 03:00,0.0000,11000000000000000000000000000000
2010-12-16 04:00,0.0000,01000000000000000001000000000000
2010-12-16 05:00,0.0000,01000000000000000001000000000000
2010-12-16 06:00,0.0000,11000000000000000000000000000000
2010-12-16 07:00,0.0000,11000000000000000000000000000000
2010-12-16 08:00,0.0000,11000000000000000000000000000000
2010-12-16 09:00,0.0000,01000000000000000000100000000000
2010-12-16 10:00,0.0000,01000000000000000000010000000010
2010-12-16 11:00,0.0000,01000000000000000000100000000000
2010-12-16 12:00,0.0000,11000000000000000000000000000000
2010-12-16 13:00,0.0000,01000000000000000000000001000000
2010-12-16 14:00,0.0000,01000000000000000000000000100000
2010-12-16 15:00,0.0000,11000000000000000000000000000000
2010-12-16 16:00,0.0000,11000000000000000000000000000000
2010-12-16 17:00,0.0000,11000000000000000000000000000000
2010-12-16 18:00,0.0000,01000000000000000001000000000000
2010-12-16 19:00,0.0000,11000000000000000000000000000000
2010-12-16 20:00,0.0000,01000000000000000000010000000000
2010-12-16 21:00,0.0000,01000000000000000000100000000000
2010-12-16 22:00,0.0000,01000000000000000000010000000000
2010-12-16 23:00,0.0000,11000000000000000000000000000000
2010-12-17 00:00,0.0000,11000000000000000000000000000000
2010-12-17 01:00,0.0000,01000000000000000000000001000000
2010-12-17 02:00,0.0000,01000000000000000000000000100000
2010-12-17 03:00,0.0000,01000000000000000001000000000000
2010-12-17 04:00,0.0000,11000000000000000000000000000000
2010-12-17 05:00,0.0000,01000000000000000001000000000000
2010-12-17 06:00,0.0000,11000000000000000000000000000000
2010-12-17 07:00,0.0000,11000000000000000000000000000000
2010-12-17 08:00,0.0000,11000000000000000000000000000000
2010-12-17 09:00,0.0000,01000000000000000000100000000010
2010-12-17 10:00,0.1813,01000000000000000000010000000000
2010-12-17 11:00,0.0000,01000000000000000000100000000000
2010-12-17 12:00,0.0000,11000000000000000000000000000000
2010-12-17 13:00,0.0000,01000000000000000000000001000000
2010-12-17 14:00,0.0000,01000000000000000000000000100000
2010-12-17 15:00,0.0000,11000000000000000000000000000000
2010-12-17 16:00,0.0000,11000000000000000000000000000000
2010-12-17 17:00,0.0000,01000000000000000001000000000000
2010-12-17 18:00,0.0000,11000000000000000000000000000000
2010-12-17 19:00,0.0000,11000000000000000000000000000000
2010-12-17 20:00,0.0000,11000000000000000000000000000000
2010-12-17 21:00,0.0000,01000000000000000000100000000010
2010-12-17 22:00,0.0000,01000000000000000000010000000000
2010-12-17 23:00,0.0000,11000000000000000000000000000000
2010-12-18 00:00,0.0000,01000000000000000000000001000000
2010-12-18 01:00,0.0000,11000000000000000000000000000000
2010-12-18 02:00,0.0000,01000000000000000000000000100000
2010-12-18 03:00,0.0000,11000000000000000000000000000000
2010-12-18 04:00,0.0000,11000000000000000000000000000000
2010-12-18 05:00,0.0000,01000000000000000001000000000000
2010-12-18 06:00,0.0000,11000000000000000000000000000000
2010-12-18 07:00,0.0000,11000000000000000000000000000000
2010-12-18 08:00,0.0000,11000000000000000000000000000000
2010-12-18 09:00,0.0000,01000000000000000000100000000000
2010-12-18 10:00,0.0000,01000000000000000000010000000010
2010-12-18 11:00,0.0000,01000000000000000000100000000000
2010-12-18 12:00,0.0000,11000000000000000000000000000000
2010-12-18 13:00,0.0000,11000000000000000000000000000000
2010-12-18 14:00,0.0000,01000000000000000000000001000000
2010-12-18 15:00,1.2173,11000000000000000000000000000000
