date,value,satellite_flag
2012-02-26 00:00,0.0000,11000000000000000000000000000000
2012-02-26 01:00,0.0000,01000000000000000000000001100000
2012-02-26 02:00,0.0000,11000000000000000000000000000000
2012-02-26 03:00,0.0000,01000000000000000010000000000000
2012-02-26 04:00,0.0000,11000000000000000000000000000000
2012-02-26 05:00,0.0000,01000000000000000001000000000000
2012-02-26 06:00,0.0000,11000000000000000000000000000000
2012-02-26 07:00,0.0000,11000000000000000000000000000000
2012-02-26 08:00,0.0000,11000000000000000000000000000000
2012-02-26 09:00,0.0000,11000000000000000000000000000000
2012-02-26 10:00,0.0000,01000000000000000000110000000000
2012-02-26 11:00,0.0000,11000000000000000000000000000000
2012-02-26 12:00,0.0000,11000000000000000000000000000000
2012-02-26 13:00,0.0000,01000000000000000000000001000000
2012-02-26 14:00,0.0000,11000000000000000000000000000000
2012-02-26 15:00,0.0000,01000000000000000000000000100000
2012-02-26 16:00,0.0000,01000000000000000010000000000000
2012-02-26 17:00,0.0000,01000000000000000001000000000000
2012-02-26 18:00,0.0000,11000000000000000000000000000000
2012-02-26 19:00,0.0000,11000000000000000000000000000000
2012-02-26 20:00,0.0000,01000000000000000000110000000000
2012-02-26 21:00,0.0000,11000000000000000000000000000000
2012-02-26 22:00,0.0000,01000000000000000000010000000000
2012-02-26 23:00,0.0000,11000000000000000000000000000000
2012-02-27 00:00,0.0000,01000000000000000000000000100000
2012-02-27 01:00,0.0000,01000000000000000000000001000000
2012-02-27 02:00,0.0000,11000000000000000000000000000000
2012-02-27 03:00,0.0000,01000000000000000010000000000000
2012-02-27 04:00,0.0000,01000000000000000001000000000000
2012-02-27 05:00,0.0000,11000000000000000000000000000000
2012-02-27 06:00,0.0000,11000000000000000000000000000000
2012-02-27 07:00,0.0000,11000000000000000000000000000000
2012-02-27 08:00,0.0000,11000000000000000000000000000000
2012-02-27 09:00,0.0000,11000000000000000000000000000000
2012-02-27 10:00,0.0000,01000000000000000000110000000000
2012-02-27 11:00,0.0000,11000000000000000000000000000000
2012-02-27 12:00,0.0000,11000000000000000000000000000000
2012-02-27 13:00,0.0000,01000000000000000000000001000000
2012-02-27 14:00,0.0000,01000000000000000000000000100000
2012-02-27 15:00,0.0000,01000000000000000010000000000000
2012-02-27 16:00,0.0000,11000000000000000000000000000000
2012-02-27 17:00,0.0000,01000000000000000001000000000000
2012-02-27 18:00,0.0000,01000000000000000001000000000000
2012-02-27 19:00,0.0000,11000000000000000000000000000000
2012-02-27 20:00,0.0000,01000000000000000000100000000000
2012-02-27 21:00,0.0000,11000000000000000000000000000000
2012-02-27 22:00,0.0000,01000000000000000000010000000000
2012-02-27 23:00,0.0000,11000000000000000000000000000000
2012-02-28 00:00,0.0000,01000000000000000000000001100000
2012-02-28 01:00,0.0000,11000000000000000000000000000000
2012-02-28 02:00,0.0000,11000000000000000000000000000000
2012-02-28 03:00,0.0000,01000000000000000010000000000000
2012-02-28 04:00,0.0000,01000000000000000001000000000000
2012-02-28 05:00,0.0000,11000000000000000000000000000000
2012-02-28 06:00,0.0000,11000000000000000000000000000000
2012-02-28 07:00,0.0000,11000000000000000000000000000000
